Reference Product Application Type,Reference Product Application Number,Reference Product Approval Date,Reference Product - Marketed By,Reference Product Applicant Name,Reference Product Brand Name,Active Ingredient,Form,Dosage,TE Code,Approved ANDA Count,Approved ANDA Details,ANDA Holder-Marketed By,TA ANDA Count,TA ANDA Details,Discontinued ANDA Count,Discontinued ANDA Details,OB Patent Count,OB Patent Details,OB First Patent Expiry Date,OB Last Patent Expiry Date,OB Patent Link,OB NCE Status,OB NCE Date,OB Exclusivity Count,OB Exclusivity Details,OB First Exclusivity Expiry Date,OB Last Exclusivity Expiry Date,Orphan Status,DEA Status,DMF Count,DMF Details,Reference Product Label Link,Pharma Class
NDA,10187,12/5/1955,"(1)NOVARTIS-Bryant Ranch Prepack;Novartis Pharmaceuticals Corporation;Physicians Total Care, Inc.;Sandoz Inc(4)",NOVARTIS,RITALIN,METHYLPHENIDATE HYDROCHLORIDE,TABLET;ORAL, {5MG}{10MG}{20MG},AB,11,"(1)206932,ABHAI INC,5/11/2017;(2)40220,ACTAVIS LABS FL INC,8/29/1997;(3)207416,ASCENT PHARMS INC,9/22/2015;(4)207587,BRECKENRIDGE PHARM,3/03/2017;(5)206840,CNTY LINE PHARMS,9/15/2016;(6)91159,IMPAX LABS INC,3/12/2014;(7)40300,MALLINCKRODT,11/27/1998;(8)207884,NOVEL LABS INC,11/13/2015;(9)90710,SUN PHARM INDS INC,3/15/2012;(10)86429,UCB INC,4/04/1979;(11)202892,VINTAGE PHARMS,9/23/2014;","(1)ABHAI INC-KVK-TECH, INC.(2)ACTAVIS LABS FL INC-Actavis Pharma, Inc.;Lake Erie Medical DBA Quality Care Products LLC;Physicians Total Care, Inc.;STAT RX USA LLC(3)ASCENT PHARMS INC-Camber Pharmaceuticals Inc.(4)BRECKENRIDGE PHARM-Nostrum Laboratories, Inc.(5)CNTY LINE PHARMS-Alvogen Inc.(6)IMPAX LABS INC-CorePharma, LLC(7)MALLINCKRODT-American Health Packaging;bryant ranch prepack;Golden State Medical Supply, Inc.;Mallinckrodt, Inc.(8)NOVEL LABS INC-Novel Laboratories, Inc.;Lupin Pharmaceuticals,Inc.(9)SUN PHARM INDS INC-Sun Pharmaceutical Industries, Inc.(10)UCB INC-Unither Manufacturing, LLC;Upstate Pharma, LLC(11)VINTAGE PHARMS-Par Pharmaceutical",0,None,2,"(1)ABLE,40404;(2)ACTAVIS ELIZABETH,40321;",0,None,None,None,NA,No,None,0,None,None,None,NO,CII;,15,"(1)ALKEM LABORATORIES LTD(30682)(2)AMPAC FINE CHEMICALS LLC(30116)(3)BOEHRINGER INGELHEIM CHEMICALS INC(15485)(4)CAMBREX CHARLES CITY INC(16610)(5)CHATTEM CHEMICALS INC(16331)(6)EUTICALS INC(19063)(7)JANSSEN RESEARCH AND DEVELOPMENT LLC(30510)(8)JOHNSON MATTHEY INC(10137)(9)JOHNSON MATTHEY INC PHARMACEUTICAL MATERIALS GROUP(19547)(10)MACFARLAN SMITH LTD(30579)(11)MALLINCKRODT INC(12769,25776)(12)NORAMCO INC(22244,29411)(13)RHODES TECHNOLOGIES INC(27208)(14)SIEGFRIED USA LLC(12989)(15)TRIS PHARMA INC(25909)",http://www.accessdata.fda.gov/drugsatfda_docs/label/2017/010187s087lbl.pdf,"Central Nervous System Stimulant [EPC],Central Nervous System Stimulation [PE]"
NDA,10379,5/8/1956,"(1)KING PHARMS-Pfizer Laboratories Div Pfizer Inc;Physicians Total Care, Inc.(2)",KING PHARMS,CYTOMEL,LIOTHYRONINE SODIUM,TABLET;ORAL, {EQ0.005MGBASE}{EQ0.025MGBASE}{EQ0.05MGBASE},AB,4,"(1)90097,MAYNE PHARMA INC,3/20/2009;(2)90326,MYLAN,7/14/2009;(3)200295,SIGMAPHARM LABS LLC,11/29/2012;(4)91382,SUN PHARM INDS LTD,4/20/2016;","(1)MAYNE PHARMA INC-Aidarex Pharmaceuticals LLC;Bryant Ranch Prepack;Carilion Materials Management;DIRECT RX;KAISER FOUNDATION HOSPITALS;Medsource Pharmaceuticals;NuCare Pharmaceuticals, Inc.;Paddock Laboratories, Inc.;PD-Rx Pharmaceuticals, Inc.;Stat Rx USA(2)MYLAN-Mylan Pharmaceuticals Inc.(3)SIGMAPHARM LABS LLC-Avera McKennan Hospital;Bryant Ranch Prepack;Lake Erie Medical DBA Quality Care Products LLC;Northwind Pharmaceuticals;Northwind Pharmaceuticals, LLC;SIGMAPHARM LABORATORIES, LLC(4)SUN PHARM INDS LTD-None",0,None,1,"(1)WATSON LABS,85755;",0,None,None,None,NA,No,None,0,None,None,None,NO,None,3,(1)AZICO BIOPHORE INDIA PVT LTD(30942)(2)PEPTIDO GMBH(19467)(3)SANDOZ GMBH(7110),http://www.accessdata.fda.gov/drugsatfda_docs/label/2002/10379s47lbl.pdf,"l-Triiodothyronine [EPC],Triiodothyronine [Chemical/Ingredient]"
NDA,10402,12/18/1956,"(1)WYETH PHARMS INC-Wyeth Pharmaceuticals Inc., a subsidiary of Pfizer Inc.(1)",WYETH PHARMS INC,PREMARIN,"ESTROGENS, CONJUGATED",INJECTABLE;INJECTION, {25MG/VIAL},,0,None,None,0,None,0,None,0,None,None,None,NA,No,None,0,None,None,None,NO,None,3,(1)PADDOCK LABORATORIES LLC(14046)(2)TEVA PHARMACEUTICALS INDUSTRIES LTD(15915)(3)XINJIANG NUZILINE BIO PHARMACEUTICAL CO LTD(29827),http://www.accessdata.fda.gov/drugsatfda_docs/label/2017/010402s068lbl.pdf,"Estrogen [EPC],Estrogen Receptor Agonists [MoA],Estrogens, Conjugated (USP) [Chemical/Ingredient]"
NDA,10417,5/7/1959,"(1)FRESENIUS KABI USA-APP Pharmaceuticals, LLC(1)",FRESENIUS KABI USA,XYLOCAINE 4% PRESERVATIVE FREE,LIDOCAINE HYDROCHLORIDE,SOLUTION;TOPICAL, {4%}{4%},AT,6,"(1)80409,HOSPIRA,4/06/1972;(2)86364,INTL MEDICATION,3/06/1980;(3)204494,TELIGENT PHARMA INC,3/12/2014;(4)40710,VINTAGE,2/27/2007;(5)88803,WEST-WARD PHARMS INT,4/03/1985;(6)87881,WOCKHARDT,11/18/1982;","(1)FRESENIUS KABI USA-APP Pharmaceuticals, LLC(2)FRESENIUS KABI USA-APP Pharmaceuticals, LLC;Cardinal Health(3)HOSPIRA-None(4)HOSPIRA-Cardinal Health;Hospira, Inc.(5)INTL MEDICATION-International Medication Systems, Limited(6)TELIGENT PHARMA INC-Teligent Pharma, Inc.(7)VINTAGE-None(8)WEST-WARD PHARMS INT-Oaklock, LLC;West-Ward Pharmaceuticals Corp(9)WOCKHARDT-Morton Grove Pharmaceuticals, Inc.",0,None,3,"(1)HOSPIRA,88542;(2)KENDALL IL,87931;(3)PACO,89688;",0,None,None,None,NA,No,None,0,None,None,None,NO,None,7,(1)ALBEMARLE CORP(4323)(2)CAMBREX KARLSKOGA AB(19531)(3)DELTA SYNTHETIC CO LTD(11338)(4)HARMAN FINOCHEM LTD(28784)(5)MAHENDRA CHEMICALS(24051)(6)MOEHS IBERICA SL(5876)(7)SWATI SPENTOSE PRIVATE LTD(25963),http://www.accessdata.fda.gov/drugsatfda_docs/label/2010/010417s027lbl.pdf,"Amide Local Anesthetic [EPC],Amides [Chemical/Ingredient],Antiarrhythmic [EPC],Local Anesthesia [PE]"
NDA,10515,5/25/1956,"(1)HOSPIRA-Cardinal Health;Hospira, Inc.;Valeant Pharmaceuticals North America LLC(3)",HOSPIRA,ISUPREL,ISOPROTERENOL HYDROCHLORIDE,INJECTABLE;INJECTION, {0.2MG/ML},AP,1,"(1)206961,NEXUS PHARMS,8/02/2017;",(1)NEXUS PHARMS-Nexus Pharmaceuticals Inc,0,None,4,"(1)ABRAXIS PHARM,83431;(2)BAXTER HLTHCARE,83486;(3)HOSPIRA,83346;(4)INTL MEDICATION,83724;",0,None,None,None,NA,No,None,0,None,None,None,NO,None,9,(1)AMPHASTAR NANJING PHARMACEUTICALS INC(29876)(2)BIOPHORE INDIA PHARMACEUTICALS PVT LTD(30811)(3)CHEMWERTH INC(30652)(4)CIVENTICHEM LLC(27469)(5)EDMOND PHARMA SRL(31569)(6)HARMAN FINOCHEM LTD(30707)(7)HOSPIRA BOULDER INC(25212)(8)MICRO LABS LTD(29732)(9)SAI LIFE SCIENCES LTD(29717),http://www.accessdata.fda.gov/drugsatfda_docs/label/2013/010515s031lbl.pdf,"Adrenergic beta-Agonists [MoA],beta-Adrenergic Agonist [EPC]"
NDA,10596,2/8/1957,(1)PARKE DAVIS-Parke-Davis Div of Pfizer Inc(1),PARKE DAVIS,CELONTIN,METHSUXIMIDE,CAPSULE;ORAL, {150MG}{300MG},,0,None,None,0,None,0,None,0,None,None,None,NA,No,None,0,None,None,None,NO,None,0,NA,http://www.accessdata.fda.gov/drugsatfda_docs/label/2010/010596s22lbl.pdf,"Anti-epileptic Agent [EPC],Decreased Central Nervous System Disorganized Electrical Activity [PE]"
NDA,10669,3/18/1957,(1)ASPEN GLOBAL INC-Aspen Global Inc.(1),ASPEN GLOBAL INC,LEUKERAN,CHLORAMBUCIL,TABLET;ORAL, {2MG},,0,None,None,0,None,0,None,0,None,None,None,NA,No,None,0,None,None,None,NO,None,1,(1)BIOPHORE INDIA PHARMACEUTICALS PVT LTD(28956),http://www.accessdata.fda.gov/drugsatfda_docs/label/2011/010669s032lbl.pdf,"Alkylating Activity [MoA],Alkylating Drug [EPC]"
NDA,10679,11/14/1956,(1)SANOFI AVENTIS US(0),SANOFI AVENTIS US,CANTIL,MEPENZOLATE BROMIDE,TABLET;ORAL, {25MG},,0,None,None,0,None,0,None,0,None,None,None,NA,No,None,0,None,None,None,NO,None,1,(1)PCAS(10549),http://www.accessdata.fda.gov/drugsatfda_docs/label/2004/10679slr029_cantil_lbl.pdf,None
NDA,10841,4/22/1957,"(1)RECORDATI RARE-RECORDATI RARE DISEASES, INC.(1)",RECORDATI RARE,PEGANONE,ETHOTOIN,TABLET;ORAL, {250MG},,0,None,None,0,None,0,None,0,None,None,None,NA,No,None,0,None,None,None,NO,None,1,(1)LUNDBECK PHARMACEUTICALS ITALY SPA(25673),http://www.accessdata.fda.gov/drugsatfda_docs/label/2010/010841s022lbl.pdf,"Anti-epileptic Agent [EPC],Decreased Central Nervous System Disorganized Electrical Activity [PE]"
NDA,11011,7/16/1957,"(1)AUXILIUM PHARMS LLC-Endo Pharmaceuticals, Inc.;STAT RX USA LLC(2)",AUXILIUM PHARMS LLC,ROBAXIN-750,METHOCARBAMOL,TABLET;ORAL, {500MG}{750MG},AA,8,"(1)203550,ATLAS PHARMS LLC,2/08/2017;(2)200958,AUSTARPHARMA LLC,10/21/2011;(3)208507,BEXIMCO PHARMS USA,7/21/2017;(4)90200,HETERO LABS LTD III,11/06/2009;(5)85159,HIKMA INTL PHARMS,8/11/1976;(6)86989,PRINSTON INC,10/29/1979;(7)40489,VINTAGE PHARMS,1/29/2003;(8)84277,WATSON LABS,3/14/1977;","(1)ATLAS PHARMS LLC-None(2)AUSTARPHARMA LLC-Aphena Pharma Solutions - Tennessee, LLC;Carilion Materials Management;Clinical Solutions Wholesale, LLC;DIRECT RX;DirectRX;Golden State Medical Supply, Inc.;NuCare Pharmaceuticals, Inc.;Proficient Rx LP;Virtus Pharmaceuticals(3)BEXIMCO PHARMS USA-None(4)HETERO LABS LTD III-American Health Packaging;Blenheim Pharmacal, Inc.;Bryant Ranch Prepack;Camber Pharmaceuticals, Inc.;Cardinal Health;Contract Pharmacy Services-PA;Hetero Drugs Limited Unit III;KAISER FOUNDATION HOSPITALS;Lake Erie Medical DBA Quality Care Products LLC;NuCare Pharmaceuticals, Inc.;Preferred Pharmaceuticals, Inc.;Proficient Rx LP;Rebel Distributors Corp;RedPharm Drug, Inc.;REMEDYREPACK INC.;St. Mary's Medical Park Pharmacy;State of Florida DOH Central Pharmacy;Unit Dose Services(5)HIKMA INTL PHARMS-A-S Medication Solutions;Aidarex Pharmaceuticals LLC;Aphena Pharma Solutions - Tennessee, Inc.;Blenheim Pharmacal, Inc.;Contract Pharmacy Services-PA;Dispensing Solutions, Inc.;Golden State Medical Supply, Inc.;Keltman Pharmaceuticals Inc.;Lake Erie Medical & Surgical Supply DBA Quality Care Products LLC;Major Pharmaceuticals;PD-Rx Pharmaceuticals, Inc.;Physicians Total Care, Inc.;Rebel Distributors Corp.;STAT Rx USA LLC;Unit Dose Services;West-Ward Pharmaceuticals Corp(6)PRINSTON INC-AvPAK;Blenheim Pharmacal, Inc.;KAISER FOUNDATION HOSPITALS;Preferred Pharmaceuticals, Inc.;Solco Healthcare LLC(7)VINTAGE PHARMS-A-S Medication Solutions;Aphena Pharma Solutions - Tennessee, LLC;Avera McKennan Hospital;Blenheim Pharmacal, Inc.;Bryant Ranch Prepack;Cardinal Health;Contract Pharmacy Services-PA;Dispensing Solutions, Inc.;KAISER FOUNDATION HOSPITALS;Lake Erie Medical DBA Quality Care Products LLC;Liberty Pharmaceuticals, Inc.;McKesson Packaging Services a business unit of McKesson Corporation;NCS HealthCare of KY, Inc dba Vangard Labs;Par Pharmaceutical;PD-Rx Pharmaceuticals, Inc.;Preferred Pharmaceuticals, Inc.;RedPharm Drug, Inc.;REMEDYREPACK INC.;State of Florida DOH Central Pharmacy(8)WATSON LABS-H.J. Harkins Company, Inc.;STAT Rx USA LLC;Watson Laboratories, Inc.",0,None,25,"(1)ABLE,40413;(2)AM THERAP,89417;(3)ASCOT,87660;(4)CLONMEL HLTHCARE,85961;(5)FERNDALE LABS,85454;(6)HEATHER,84675;(7)IMPAX LABS,84927;(8)INWOOD LABS,85137;(9)IVAX SUB TEVA PHARMS,84648;(10)KV PHARM,85660;(11)LANNETT HOLDINGS INC,84756;(12)MYLAN,84259;(13)PIONEER PHARMS,88731;(14)PURACAP PHARM,84231;(15)PUREPAC PHARM,85718;(16)ROXANE,88646;(17)SANDOZ,84616;(18)SANDOZ,87283;(19)SOLVAY,84448;(20)SUN PHARM INDUSTRIES,84488;(21)SUPERPHARM,87589;(22)TABLICAPS,84846;(23)UPSHER SMITH,87453;(24)WATSON LABS,83605;(25)WATSON LABS,85180;",0,None,None,None,NA,No,None,0,None,None,None,NO,None,7,(1)BOEHRINGER INGELHEIM CHEMICALS INC(5954)(2)CHUNGHWA CHEMICAL SYNTHESIS AND BIOTECH CO LTD(13080)(3)GRANULES INDIA LTD(17872)(4)SEVEN STAR PHARMACEUTICAL CO LTD(15596)(5)SYNTHOKEM LABS PRIVATE LTD(10410)(6)ZHEJIANG APELOA JIAYUAN PHARMACEUTICAL CO LTD(19657)(7)ZHEJIANG HAIZHOU PHARMACEUTICAL CO LTD(31112),http://www.accessdata.fda.gov/drugsatfda_docs/label/2003/011011s070s071lbl.pdf,"Centrally-mediated Muscle Relaxation [PE],Muscle Relaxant [EPC]"
NDA,11145,9/4/1958,"(1)OAK PHARMS AKORN-Akorn, Inc.;Oak Pharmaceuticals, Inc. (Subsidiary of Akorn, Inc.)(2)",OAK PHARMS AKORN,DIURIL,CHLOROTHIAZIDE SODIUM,INJECTABLE;INJECTION, {EQ500MGBASE/VIAL},AP,5,"(1)90896,FRESENIUS KABI USA,10/16/2009;(2)202561,LUITPOLD,4/22/2013;(3)202493,MYLAN INSTITUTIONAL,6/18/2014;(4)202462,SAGENT PHARMS,5/29/2015;(5)91546,SUN PHARMA GLOBAL,7/26/2011;","(1)FRESENIUS KABI USA-Fresenius Kabi USA, LLC(2)LUITPOLD-American Regent, Inc.(3)MYLAN INSTITUTIONAL-Mylan Institutional LLC(4)SAGENT PHARMS-Sagent Pharmaceuticals(5)SUN PHARMA GLOBAL-None",0,None,0,None,0,None,None,None,NA,No,None,0,None,None,None,NO,None,6,(1)CAMBREX PROFARMACO MILANO SRL(883)(2)CTX LIFE SCIENCES PVT LTD(23015)(3)RELIABLE BIOPHARMACEUTICAL LLC(21745)(4)SHANGHAI ZIYUAN PHARMACEUTICAL CO LTD(24084)(5)SUN PHARMACEUTICAL INDUSTRIES LTD(22730)(6)WOCKHARDT LTD(22602),None,"Increased Diuresis [PE],Thiazide Diuretic [EPC],Thiazides [Chemical/Ingredient]"
NDA,11153,10/24/1957,(1)PHARMACIA AND UPJOHN-A-S Medication Solutions;Greenstone LLC;Keltman Pharmaceuticals Inc.;Lake Erie Medical DBA Quality Care Products LLC;Pharmacia and Upjohn Company LLC;REMEDYREPACK INC.;Stat Rx USA(7),PHARMACIA AND UPJOHN,MEDROL,METHYLPREDNISOLONE,TABLET;ORAL, {4MG}{2MG}{16MG}{8MG}{32MG},AB,5,"(1)88497,DURAMED PHARMS BARR,2/21/1984;(2)40189,JUBILANT CADISTA,10/31/1997;(3)40194,SANDOZ,10/31/1997;(4)40183,VINTAGE PHARMS,12/22/1998;(5)40232,WATSON LABS,10/16/1997;","(1)DURAMED PHARMS BARR-Physicians Total Care, Inc.(2)JUBILANT CADISTA-Aidarex Pharmaceuticals LLC;BluePoint Laboratories;Bryant Ranch Prepack;DIRECT RX;JUBILANT CADISTA PHARMACEUTICALS, INC.;KAISER FOUNDATION HOSPITALS;Preferred Pharmaceuticals, Inc.;Proficient Rx LP;Rebel Distributors Corp.;REMEDYREPACK INC.;STAT Rx USA LLC;Unit Dose Services(3)SANDOZ-Sandoz Inc(4)VINTAGE PHARMS-A-S Medication Solutions;American Health Packaging;Avera McKennan Hospital;Dispensing Solutions, Inc.;Lake Erie Medical DBA Quality Care Products LLC;Major Pharmaceuticals;McKesson Packaging Services a business unit of McKesson Corporation;Par Pharmaceutical;PD-Rx Pharmaceuticals, Inc.;Preferred Pharmaceuticals, Inc.(5)WATSON LABS-Actavis Pharma, Inc.;NuCare Pharmaceuticals,Inc.;Physicians Total Care, Inc.;Proficient Rx LP",0,None,3,"(1)HEATHER,85650;(2)SANDOZ,87341;(3)WATSON LABS,86161;",0,None,None,None,NA,No,None,0,None,None,None,NO,None,6,"(1)HENAN LIHUA PHARMACEUTICAL CO LTD(31630)(2)PHARMACIA AND UPJOHN SUB PFIZER INC(4796)(3)SANOFI CHIMIE(3771)(4)SYMBIOTEC PHARMALAB PRIVATE LTD(27783)(5)TIANJIN TIANYAO PHARMACEUTICALS CO LTD(17547,26458)(6)ZHEJIANG XIANJU PHARMACEUTICAL CO LTD(25067)",http://www.accessdata.fda.gov/drugsatfda_docs/label/pre96/011153s051lbl.pdf,"Corticosteroid [EPC],Corticosteroid Hormone Receptor Agonists [MoA]"
NDA,11245,1/17/1958,(1)BRACCO-Bracco Diagnostics Inc;E-Z-EM Canada Inc(2),BRACCO,GASTROGRAFIN,DIATRIZOATE MEGLUMINE;DIATRIZOATE SODIUM,"SOLUTION;ORAL,RECTAL", {66%;10%},AA,1,"(1)87388,LIEBEL-FLARSHEIM,9/02/1981;",(1)LIEBEL-FLARSHEIM-Liebel-Flarsheim Company LLC,0,None,1,"(1)BAYER HLTHCARE,87728;",0,None,None,None,NA,No,None,0,None,None,None,NO,None,2;0,(1)AMRI RENSSELAER INC(27165)(2)BIOPHORE INDIA PHARMACEUTICALS PVT LTD(28740);NA,None,"Radiographic Contrast Agent [EPC],X-Ray Contrast Activity [MoA],Radiographic Contrast Agent [EPC],X-Ray Contrast Activity [MoA]"
NDA,11287,6/5/1958,"(1)CONCORDIA PHARMS INC-Concordia Pharmaceuticals Inc.;Covis Pharmaceuticals, Inc.(2)",CONCORDIA PHARMS INC,KAYEXALATE,SODIUM POLYSTYRENE SULFONATE,"POWDER;ORAL,RECTAL", {453.6GM/BOT},AA,2,"(1)90313,ECI PHARMS LLC,12/21/2011;(2)202333,EPIC PHARMA LLC,3/19/2014;","(1)ECI PHARMS LLC-ECI Pharmaceuticals, LLC(2)EPIC PHARMA LLC-Epic Pharma, LLC;PuraCap Laboratories, LLC",0,None,1,"(1)WOCKHARDT,88786;",0,None,None,None,NA,No,None,0,None,None,None,NO,None,2,(1)ION EXCHANGE INDIA LTD(18364)(2)PUROLITE CORP(5882),http://www.accessdata.fda.gov/drugsatfda_docs/label/2017/011287s026lbl.pdf,None
NDA,11324,8/22/1958,(1)BRACCO-BRACCO DIAGNOSTICS INC(1),BRACCO,SINOGRAFIN,DIATRIZOATE MEGLUMINE;IODIPAMIDE MEGLUMINE,SOLUTION;INTRAUTERINE, {52.7%;26.8%},,0,None,None,0,None,0,None,0,None,None,None,NA,No,None,0,None,None,None,NO,None,2;1,(1)AMRI RENSSELAER INC(27165)(2)BIOPHORE INDIA PHARMACEUTICALS PVT LTD(28740);(1)INTERPHARMA PRAHA AS(10576),None,"Radiographic Contrast Agent [EPC],X-Ray Contrast Activity [MoA],Radiographic Contrast Agent [EPC],X-Ray Contrast Activity [MoA]"
NDA,11459,11/15/1968,(1)PFIZER-Pfizer Laboratories Div Pfizer Inc;REMEDYREPACK INC.(2),PFIZER,VISTARIL,HYDROXYZINE PAMOATE,CAPSULE;ORAL, {EQ25MGHCL}{EQ50MGHCL},AB,4,"(1)88496,BARR,6/15/1984;(2)201507,HERITAGE PHARMA,6/03/2013;(3)40156,IMPAX LABS INC,7/15/1996;(4)87479,SANDOZ,12/14/1981;","(1)BARR-Cardinal Health;Direct Rx;H.J. Harkins Company, Inc.;Lake Erie Medical DBA Quality Care Products LLC;Mylan Institutional Inc.;Preferred Pharmaceuticals, Inc.;RedPharm Drug Inc.;State of Florida DOH Central Pharmacy;Teva Pharmaceuticals USA, Inc.;TYA Pharmaceuticals(2)HERITAGE PHARMA-Aidarex Pharmaceuticals LLC;Aphena Pharma Solutions - Tennessee, LLC;DIRECT RX;Golden State Medical Supply, Inc.;NuCare Pharmaceuticals, Inc.;NuCare Pharmaceuticals,Inc.;Preferred Pharmaceuticals, Inc.;Proficient Rx LP;REMEDYREPACK INC.;Rising Pharmaceuticals Inc.;State of Florida DOH Central Pharmacy;TYA Pharmaceuticals;Westwood Manufacturing(3)IMPAX LABS INC-Aphena Pharma Solutions - Tennessee, LLC;AvKARE, Inc.;Blenheim Pharmacal, Inc.;Bryant Ranch Prepack;Contract Pharmacy Services-PA;Impax Generics;Lake Erie Medical DBA Quality Care Products LLC;PD-Rx Pharmaceuticals, Inc.;Proficient Rx LP;Rebel Distributors Corp;REMEDYREPACK INC.;STAT RX USA LLC;State of Florida DOH Central Pharmacy;TYA Pharmaceuticals;Watson Laboratories, Inc.(4)SANDOZ-A-S Medication Solutions;American Health Packaging;Bryant Ranch Prepack;Cardinal Health;Clinical Solutions Wholsesale;Contract Pharmacy Services-PA;Eon Labs, Inc.;NCS HealthCare of KY, Inc dba Vangard Labs;PD-Rx Pharmaceuticals, Inc.;Physicians Total Care, Inc.;Preferred Pharmaceuticals, Inc.;REMEDYREPACK INC.;STAT Rx USA LLC",0,None,11,"(1)DURAMED PHARMS BARR,88593;(2)IVAX SUB TEVA PHARMS,87761;(3)PAR PHARM,87656;(4)PAR PHARM,89145;(5)SANDOZ,81127;(6)SUPERPHARM,89031;(7)TEVA,88713;(8)VANGARD,88392;(9)WATSON LABS,81165;(10)WATSON LABS,86698;(11)WATSON LABS,86840;",0,None,None,None,NA,No,None,0,None,None,None,NO,None,1,(1)COSMA SPA(4514),http://www.accessdata.fda.gov/drugsatfda_docs/label/2016/011459s051_011795s028lbl.pdf,"Antihistamine [EPC],Histamine Receptor Antagonists [MoA]"
NDA,11483,7/7/1958,"(1)SUN PHARM INDUSTRIES-Caraco Pharma Inc.;Caraco Pharmaceutical Laboratories, Ltd(2)",SUN PHARM INDUSTRIES,SYNALGOS-DC,ASPIRIN;CAFFEINE;DIHYDROCODEINE BITARTRATE,CAPSULE;ORAL, {356.4MG;30MG;16MG},,0,None,None,0,None,0,None,0,None,None,None,NA,No,None,0,None,None,None,NO,CIII;,5;0;0,"(1)BAYER AG(15149)(2)JQC HUAYIN PHARMACEUTICAL CO LTD(29823)(3)NOVACYL SAS(11373,12092)(4)SHANDONG XINHUA PHARMACEUTICAL CO LTD(10730,29793,26844)(5)THE ANDHRA SUGARS LTD(17816,16345);NA;NA",https://www.accessdata.fda.gov/drugsatfda_docs/label/2017/011483s030lbl.pdf,"Cyclooxygenase Inhibitors [MoA],Decreased Prostaglandin Production [PE],Nonsteroidal Anti-inflammatory Compounds [Chemical/Ingredient],Nonsteroidal Anti-inflammatory Drug [EPC],Platelet Aggregation Inhibitor [EPC],Decreased Platelet Aggregation [PE],Central Nervous System Stimulant [EPC],Central Nervous System Stimulation [PE],Methylxanthine [EPC],Xanthines [Chemical/Ingredient],Full Opioid Agonists [MoA],Opioid Agonist [EPC]"
NDA,11525,2/9/1959,"(1)AKORN-Akorn, Inc.;Novadaq Technologies Inc.;Novadaq Technologies, Inc.(3)",AKORN,IC-GREEN,INDOCYANINE GREEN,INJECTABLE;INJECTION, {25MG/VIAL},AP,1,"(1)40811,DIAGNOSTIC GREEN,11/21/2007;","(1)DIAGNOSTIC GREEN-Diagnostic Green GmbH;HUB Pharmaceuticals LLC;KARL STORZ Endoscopy-America, Inc.;Novadaq Technologies Inc.",0,None,0,None,0,None,None,None,NA,No,None,0,None,None,None,NO,None,1,(1)ORGANICA FEINCHEMIE GMBH WOLFEN(19601),http://www.accessdata.fda.gov/drugsatfda_docs/label/2015/011525s027lbl.pdf,None
NDA,11559,6/27/1960,"(1)PAR STERILE PRODUCTS-Par Pharmaceutical, Inc.(1)",PAR STERILE PRODUCTS,BREVITAL SODIUM,METHOHEXITAL SODIUM,INJECTABLE;INJECTION, {500MG/VIAL}{2.5GM/VIAL},,0,None,None,0,None,0,None,0,None,None,None,NA,No,None,0,None,None,None,NO,CIV;,1,(1)STRIDES SHASUN LTD(15353),http://www.accessdata.fda.gov/drugsatfda_docs/label/2017/011559s051lbl.pdf,"Barbiturate [EPC],Barbiturates [Chemical/Ingredient]"
NDA,11641,10/28/1958,(1)PFIZER(0),PFIZER,DIABINESE,CHLORPROPAMIDE,TABLET;ORAL, {100MG}{250MG},AB,3,"(1)88641,ANI PHARMS INC,10/11/1984;(2)88922,ANI PHARMS INC,4/12/1985;(3)88549,MYLAN,6/01/1984;","(1)ANI PHARMS INC-None(2)ANI PHARMS INC-None(3)MYLAN-Mylan Pharmaceuticals Inc.;PD-Rx Pharmaceuticals, Inc.",0,None,14,"(1)ANI PHARMS INC,88768;(2)ANI PHARMS INC,88812;(3)ANI PHARMS INC,88840;(4)ANI PHARMS INC,88918;(5)ANI PHARMS INC,89446;(6)AUROLIFE PHARMA LLC,88725;(7)DAVA PHARMS INC,89561;(8)HALSEY,89321;(9)PAR PHARM,88175;(10)SUPERPHARM,88694;(11)USL PHARMA,88708;(12)WATSON LABS,86865;(13)WATSON LABS,88608;(14)WATSON LABS TEVA,88852;",0,None,None,None,NA,No,None,0,None,None,None,NO,None,2,(1)DIPHARMA FRANCIS SRL(3514)(2)KOTHARI PHYTOCHEMICALS INTERNATIONAL(25127),http://www.accessdata.fda.gov/drugsatfda_docs/label/2011/011641s066lbl.pdf,None
